"cod_legenda; ";"valore; ";"time; ";"cod_veicolo; "
80;373;2024-03-07 22:53:05.363000;64
79;95668;2024-03-07 22:53:05.363000;64
76;25924;2024-03-07 22:53:05.363000;64
78;12020;2024-03-07 22:53:05.363000;64
77;95677;2024-03-07 22:53:05.363000;64
72;2969.9;2024-03-07 22:53:06.558000;64
71;5044.4;2024-03-07 22:53:06.558000;64
70;50444;2024-03-07 22:53:06.558000;64
44;3095;2024-03-07 22:53:07.827000;64
43;3089;2024-03-07 22:53:07.827000;64
42;3029;2024-03-07 22:53:07.827000;64
41;2984;2024-03-07 22:53:07.827000;64
36;2929;2024-03-07 22:53:07.827000;64
35;2907;2024-03-07 22:53:07.827000;64
34;3097;2024-03-07 22:53:07.827000;64
33;2935;2024-03-07 22:53:07.827000;64
40;2966;2024-03-07 22:53:07.827000;64
39;3027;2024-03-07 22:53:07.827000;64
38;2998;2024-03-07 22:53:07.827000;64
37;3042;2024-03-07 22:53:07.827000;64
80;844;2024-03-07 22:53:07.864000;64
79;95518;2024-03-07 22:53:07.864000;64
78;11969;2024-03-07 22:53:07.864000;64
77;96305;2024-03-07 22:53:07.864000;64
76;32853;2024-03-07 22:53:07.864000;64
48;3012;2024-03-07 22:53:07.827000;64
47;3092;2024-03-07 22:53:07.827000;64
46;2959;2024-03-07 22:53:07.827000;64
45;2951;2024-03-07 22:53:07.827000;64
52;3026;2024-03-07 22:53:07.827000;64
51;3006;2024-03-07 22:53:07.827000;64
50;2971;2024-03-07 22:53:07.827000;64
49;3074;2024-03-07 22:53:07.827000;64
72;4506.1;2024-03-07 22:53:08.159000;64
71;1665.3;2024-03-07 22:53:08.159000;64
70;16653;2024-03-07 22:53:08.159000;64
64;0;2024-03-07 22:53:07.827000;64
63;0;2024-03-07 22:53:07.827000;64
62;0;2024-03-07 22:53:07.827000;64
61;0;2024-03-07 22:53:07.827000;64
60;0;2024-03-07 22:53:07.827000;64
59;0;2024-03-07 22:53:07.827000;64
58;0;2024-03-07 22:53:07.827000;64
57;0;2024-03-07 22:53:07.827000;64
56;0;2024-03-07 22:53:07.827000;64
55;0;2024-03-07 22:53:07.827000;64
54;0;2024-03-07 22:53:07.827000;64
53;0;2024-03-07 22:53:07.827000;64
52;0;2024-03-07 22:53:07.827000;64
51;0;2024-03-07 22:53:07.827000;64
50;0;2024-03-07 22:53:07.827000;64
49;0;2024-03-07 22:53:07.827000;64
48;1;2024-03-07 22:53:07.827000;64
47;0;2024-03-07 22:53:07.827000;64
46;1;2024-03-07 22:53:07.827000;64
45;0;2024-03-07 22:53:07.827000;64
44;1;2024-03-07 22:53:07.827000;64
43;1;2024-03-07 22:53:07.827000;64
42;0;2024-03-07 22:53:07.827000;64
41;1;2024-03-07 22:53:07.827000;64
40;1;2024-03-07 22:53:07.827000;64
39;0;2024-03-07 22:53:07.827000;64
38;0;2024-03-07 22:53:07.827000;64
37;1;2024-03-07 22:53:07.827000;64
36;1;2024-03-07 22:53:07.827000;64
35;0;2024-03-07 22:53:07.827000;64
34;1;2024-03-07 22:53:07.827000;64
33;1;2024-03-07 22:53:07.827000;64
32;1;2024-03-07 22:53:07.827000;64
31;1;2024-03-07 22:53:07.827000;64
30;0;2024-03-07 22:53:07.827000;64
29;0;2024-03-07 22:53:07.827000;64
