"cod_legenda; ";"valore; ";"time; ";"cod_veicolo; "
80;373;2024-03-07 22:53:05.362000;44
79;95668;2024-03-07 22:53:05.362000;44
76;25924;2024-03-07 22:53:05.362000;44
77;95677;2024-03-07 22:53:05.362000;44
78;12020;2024-03-07 22:53:05.362000;44
72;2969.9;2024-03-07 22:53:06.560000;44
71;5044.4;2024-03-07 22:53:06.560000;44
70;50444;2024-03-07 22:53:06.560000;44
64;0;2024-03-07 22:53:07.834000;44
63;0;2024-03-07 22:53:07.834000;44
62;0;2024-03-07 22:53:07.834000;44
61;0;2024-03-07 22:53:07.834000;44
60;0;2024-03-07 22:53:07.834000;44
59;0;2024-03-07 22:53:07.834000;44
58;0;2024-03-07 22:53:07.834000;44
57;0;2024-03-07 22:53:07.834000;44
56;0;2024-03-07 22:53:07.834000;44
55;0;2024-03-07 22:53:07.834000;44
54;0;2024-03-07 22:53:07.834000;44
53;0;2024-03-07 22:53:07.834000;44
52;0;2024-03-07 22:53:07.834000;44
51;0;2024-03-07 22:53:07.834000;44
50;0;2024-03-07 22:53:07.834000;44
49;0;2024-03-07 22:53:07.834000;44
48;1;2024-03-07 22:53:07.834000;44
47;0;2024-03-07 22:53:07.834000;44
46;1;2024-03-07 22:53:07.834000;44
45;0;2024-03-07 22:53:07.834000;44
44;1;2024-03-07 22:53:07.834000;44
43;1;2024-03-07 22:53:07.834000;44
42;0;2024-03-07 22:53:07.834000;44
41;1;2024-03-07 22:53:07.834000;44
40;1;2024-03-07 22:53:07.834000;44
39;0;2024-03-07 22:53:07.834000;44
38;0;2024-03-07 22:53:07.834000;44
37;1;2024-03-07 22:53:07.834000;44
36;1;2024-03-07 22:53:07.834000;44
35;0;2024-03-07 22:53:07.834000;44
34;1;2024-03-07 22:53:07.834000;44
33;1;2024-03-07 22:53:07.834000;44
32;1;2024-03-07 22:53:07.834000;44
31;1;2024-03-07 22:53:07.834000;44
30;0;2024-03-07 22:53:07.834000;44
29;0;2024-03-07 22:53:07.834000;44
28;1;2024-03-07 22:53:07.834000;44
27;0;2024-03-07 22:53:07.834000;44
26;1;2024-03-07 22:53:07.834000;44
25;1;2024-03-07 22:53:07.834000;44
24;0;2024-03-07 22:53:07.834000;44
23;1;2024-03-07 22:53:07.834000;44
22;0;2024-03-07 22:53:07.834000;44
21;1;2024-03-07 22:53:07.834000;44
20;1;2024-03-07 22:53:07.834000;44
19;0;2024-03-07 22:53:07.834000;44
18;1;2024-03-07 22:53:07.834000;44
17;1;2024-03-07 22:53:07.834000;44
16;0;2024-03-07 22:53:07.834000;44
15;0;2024-03-07 22:53:07.834000;44
14;0;2024-03-07 22:53:07.834000;44
13;0;2024-03-07 22:53:07.834000;44
12;0;2024-03-07 22:53:07.834000;44
11;0;2024-03-07 22:53:07.834000;44
10;0;2024-03-07 22:53:07.834000;44
9;0;2024-03-07 22:53:07.834000;44
8;0;2024-03-07 22:53:07.834000;44
7;0;2024-03-07 22:53:07.834000;44
6;0;2024-03-07 22:53:07.834000;44
5;0;2024-03-07 22:53:07.834000;44
4;0;2024-03-07 22:53:07.834000;44
3;0;2024-03-07 22:53:07.834000;44
2;0;2024-03-07 22:53:07.834000;44
1;0;2024-03-07 22:53:07.834000;44
64;2928;2024-03-07 22:53:07.834000;44
63;2944;2024-03-07 22:53:07.834000;44
62;2994;2024-03-07 22:53:07.834000;44
61;3032;2024-03-07 22:53:07.834000;44
69;149275;2024-03-07 22:53:07.834000;44
68;601497;2024-03-07 22:53:07.834000;44
60;3050;2024-03-07 22:53:07.834000;44
59;3030;2024-03-07 22:53:07.834000;44
58;2939;2024-03-07 22:53:07.834000;44
57;2991;2024-03-07 22:53:07.834000;44
56;3097;2024-03-07 22:53:07.834000;44
55;3021;2024-03-07 22:53:07.834000;44
54;3098;2024-03-07 22:53:07.834000;44
53;2992;2024-03-07 22:53:07.834000;44
52;3026;2024-03-07 22:53:07.834000;44
51;3006;2024-03-07 22:53:07.834000;44
50;2971;2024-03-07 22:53:07.834000;44
49;3074;2024-03-07 22:53:07.834000;44
80;844;2024-03-07 22:53:07.863000;44
79;95518;2024-03-07 22:53:07.863000;44
78;11969;2024-03-07 22:53:07.863000;44
76;32853;2024-03-07 22:53:07.863000;44
77;96305;2024-03-07 22:53:07.863000;44
44;3095;2024-03-07 22:53:07.834000;44
43;3089;2024-03-07 22:53:07.834000;44
42;3029;2024-03-07 22:53:07.834000;44
41;2984;2024-03-07 22:53:07.834000;44
36;2929;2024-03-07 22:53:07.834000;44
35;2907;2024-03-07 22:53:07.834000;44
34;3097;2024-03-07 22:53:07.834000;44
33;2935;2024-03-07 22:53:07.834000;44
48;3012;2024-03-07 22:53:07.834000;44
47;3092;2024-03-07 22:53:07.834000;44
46;2959;2024-03-07 22:53:07.834000;44
45;2951;2024-03-07 22:53:07.834000;44
40;2966;2024-03-07 22:53:07.834000;44
39;3027;2024-03-07 22:53:07.834000;44
38;2998;2024-03-07 22:53:07.834000;44
37;3042;2024-03-07 22:53:07.834000;44
72;4506.1;2024-03-07 22:53:08.161000;44
71;1665.3;2024-03-07 22:53:08.161000;44
70;16653;2024-03-07 22:53:08.161000;44
64;0;2024-03-07 22:53:10.835000;44
63;0;2024-03-07 22:53:10.835000;44
62;0;2024-03-07 22:53:10.835000;44
61;0;2024-03-07 22:53:10.835000;44
