"cod_legenda; ";"valore; ";"time; ";"cod_veicolo; "
80;373;2024-03-07 22:53:05.364000;14
79;95668;2024-03-07 22:53:05.364000;14
76;25924;2024-03-07 22:53:05.364000;14
78;12020;2024-03-07 22:53:05.364000;14
77;95677;2024-03-07 22:53:05.364000;14
72;2969.9;2024-03-07 22:53:06.551000;14
71;5044.4;2024-03-07 22:53:06.551000;14
70;50444;2024-03-07 22:53:06.551000;14
69;149275;2024-03-07 22:53:07.836000;14
68;601497;2024-03-07 22:53:07.836000;14
64;0;2024-03-07 22:53:07.836000;14
63;0;2024-03-07 22:53:07.836000;14
62;0;2024-03-07 22:53:07.836000;14
61;0;2024-03-07 22:53:07.836000;14
60;0;2024-03-07 22:53:07.836000;14
59;0;2024-03-07 22:53:07.836000;14
58;0;2024-03-07 22:53:07.836000;14
57;0;2024-03-07 22:53:07.836000;14
56;0;2024-03-07 22:53:07.836000;14
55;0;2024-03-07 22:53:07.836000;14
54;0;2024-03-07 22:53:07.836000;14
53;0;2024-03-07 22:53:07.836000;14
52;0;2024-03-07 22:53:07.836000;14
51;0;2024-03-07 22:53:07.836000;14
50;0;2024-03-07 22:53:07.836000;14
49;0;2024-03-07 22:53:07.836000;14
48;1;2024-03-07 22:53:07.836000;14
47;0;2024-03-07 22:53:07.836000;14
46;1;2024-03-07 22:53:07.836000;14
45;0;2024-03-07 22:53:07.836000;14
44;1;2024-03-07 22:53:07.836000;14
43;1;2024-03-07 22:53:07.836000;14
42;0;2024-03-07 22:53:07.836000;14
41;1;2024-03-07 22:53:07.836000;14
40;1;2024-03-07 22:53:07.836000;14
39;0;2024-03-07 22:53:07.836000;14
38;0;2024-03-07 22:53:07.836000;14
37;1;2024-03-07 22:53:07.836000;14
36;1;2024-03-07 22:53:07.836000;14
35;0;2024-03-07 22:53:07.836000;14
34;1;2024-03-07 22:53:07.836000;14
33;1;2024-03-07 22:53:07.836000;14
32;1;2024-03-07 22:53:07.836000;14
31;1;2024-03-07 22:53:07.836000;14
30;0;2024-03-07 22:53:07.836000;14
29;0;2024-03-07 22:53:07.836000;14
28;1;2024-03-07 22:53:07.836000;14
27;0;2024-03-07 22:53:07.836000;14
26;1;2024-03-07 22:53:07.836000;14
25;1;2024-03-07 22:53:07.836000;14
24;0;2024-03-07 22:53:07.836000;14
23;1;2024-03-07 22:53:07.836000;14
22;0;2024-03-07 22:53:07.836000;14
21;1;2024-03-07 22:53:07.836000;14
20;1;2024-03-07 22:53:07.836000;14
19;0;2024-03-07 22:53:07.836000;14
18;1;2024-03-07 22:53:07.836000;14
17;1;2024-03-07 22:53:07.836000;14
16;0;2024-03-07 22:53:07.836000;14
15;0;2024-03-07 22:53:07.836000;14
14;0;2024-03-07 22:53:07.836000;14
13;0;2024-03-07 22:53:07.836000;14
12;0;2024-03-07 22:53:07.836000;14
11;0;2024-03-07 22:53:07.836000;14
10;0;2024-03-07 22:53:07.836000;14
9;0;2024-03-07 22:53:07.836000;14
8;0;2024-03-07 22:53:07.836000;14
7;0;2024-03-07 22:53:07.836000;14
6;0;2024-03-07 22:53:07.836000;14
5;0;2024-03-07 22:53:07.836000;14
4;0;2024-03-07 22:53:07.836000;14
3;0;2024-03-07 22:53:07.836000;14
2;0;2024-03-07 22:53:07.836000;14
1;0;2024-03-07 22:53:07.836000;14
64;2928;2024-03-07 22:53:07.836000;14
63;2944;2024-03-07 22:53:07.836000;14
62;2994;2024-03-07 22:53:07.836000;14
61;3032;2024-03-07 22:53:07.836000;14
60;3050;2024-03-07 22:53:07.836000;14
59;3030;2024-03-07 22:53:07.836000;14
58;2939;2024-03-07 22:53:07.836000;14
57;2991;2024-03-07 22:53:07.836000;14
56;3097;2024-03-07 22:53:07.836000;14
55;3021;2024-03-07 22:53:07.836000;14
54;3098;2024-03-07 22:53:07.836000;14
53;2992;2024-03-07 22:53:07.836000;14
36;2929;2024-03-07 22:53:07.836000;14
35;2907;2024-03-07 22:53:07.836000;14
34;3097;2024-03-07 22:53:07.836000;14
33;2935;2024-03-07 22:53:07.836000;14
80;844;2024-03-07 22:53:07.865000;14
79;95518;2024-03-07 22:53:07.865000;14
78;11969;2024-03-07 22:53:07.865000;14
77;96305;2024-03-07 22:53:07.865000;14
76;32853;2024-03-07 22:53:07.865000;14
44;3095;2024-03-07 22:53:07.836000;14
43;3089;2024-03-07 22:53:07.836000;14
42;3029;2024-03-07 22:53:07.836000;14
41;2984;2024-03-07 22:53:07.836000;14
52;3026;2024-03-07 22:53:07.836000;14
51;3006;2024-03-07 22:53:07.836000;14
50;2971;2024-03-07 22:53:07.836000;14
49;3074;2024-03-07 22:53:07.836000;14
48;3012;2024-03-07 22:53:07.836000;14
47;3092;2024-03-07 22:53:07.836000;14
46;2959;2024-03-07 22:53:07.836000;14
45;2951;2024-03-07 22:53:07.836000;14
40;2966;2024-03-07 22:53:07.836000;14
39;3027;2024-03-07 22:53:07.836000;14
38;2998;2024-03-07 22:53:07.836000;14
37;3042;2024-03-07 22:53:07.836000;14
72;4506.1;2024-03-07 22:53:08.152000;14
71;1665.3;2024-03-07 22:53:08.152000;14
70;16653;2024-03-07 22:53:08.152000;14
64;0;2024-03-07 22:53:10.837000;14
63;0;2024-03-07 22:53:10.837000;14
62;0;2024-03-07 22:53:10.837000;14
61;0;2024-03-07 22:53:10.837000;14
60;0;2024-03-07 22:53:10.837000;14
59;0;2024-03-07 22:53:10.837000;14
58;0;2024-03-07 22:53:10.837000;14
57;0;2024-03-07 22:53:10.837000;14
56;0;2024-03-07 22:53:10.837000;14
55;0;2024-03-07 22:53:10.837000;14
54;0;2024-03-07 22:53:10.837000;14
53;0;2024-03-07 22:53:10.837000;14
52;0;2024-03-07 22:53:10.837000;14
51;0;2024-03-07 22:53:10.837000;14
50;0;2024-03-07 22:53:10.837000;14
49;0;2024-03-07 22:53:10.837000;14
48;0;2024-03-07 22:53:10.837000;14
47;1;2024-03-07 22:53:10.837000;14
46;0;2024-03-07 22:53:10.837000;14
45;0;2024-03-07 22:53:10.837000;14
44;0;2024-03-07 22:53:10.837000;14
43;0;2024-03-07 22:53:10.837000;14
42;0;2024-03-07 22:53:10.837000;14
41;1;2024-03-07 22:53:10.837000;14
40;1;2024-03-07 22:53:10.837000;14
39;0;2024-03-07 22:53:10.837000;14
38;1;2024-03-07 22:53:10.837000;14
37;0;2024-03-07 22:53:10.837000;14
36;1;2024-03-07 22:53:10.837000;14
35;1;2024-03-07 22:53:10.837000;14
34;1;2024-03-07 22:53:10.837000;14
33;0;2024-03-07 22:53:10.837000;14
32;1;2024-03-07 22:53:10.837000;14
31;1;2024-03-07 22:53:10.837000;14
30;0;2024-03-07 22:53:10.837000;14
29;0;2024-03-07 22:53:10.837000;14
28;0;2024-03-07 22:53:10.837000;14
27;0;2024-03-07 22:53:10.837000;14
26;1;2024-03-07 22:53:10.837000;14
25;0;2024-03-07 22:53:10.837000;14
24;1;2024-03-07 22:53:10.837000;14
23;0;2024-03-07 22:53:10.837000;14
22;1;2024-03-07 22:53:10.837000;14
21;1;2024-03-07 22:53:10.837000;14
20;1;2024-03-07 22:53:10.837000;14
19;1;2024-03-07 22:53:10.837000;14
18;0;2024-03-07 22:53:10.837000;14
17;1;2024-03-07 22:53:10.837000;14
16;0;2024-03-07 22:53:10.837000;14
15;0;2024-03-07 22:53:10.837000;14
14;0;2024-03-07 22:53:10.837000;14
13;0;2024-03-07 22:53:10.837000;14
12;0;2024-03-07 22:53:10.837000;14
11;0;2024-03-07 22:53:10.837000;14
10;0;2024-03-07 22:53:10.837000;14
9;0;2024-03-07 22:53:10.837000;14
8;0;2024-03-07 22:53:10.837000;14
7;0;2024-03-07 22:53:10.837000;14
6;0;2024-03-07 22:53:10.837000;14
5;0;2024-03-07 22:53:10.837000;14
4;0;2024-03-07 22:53:10.837000;14
3;0;2024-03-07 22:53:10.837000;14
2;0;2024-03-07 22:53:10.837000;14
1;0;2024-03-07 22:53:10.837000;14
64;3024;2024-03-07 22:53:10.837000;14
63;3089;2024-03-07 22:53:10.837000;14
62;3004;2024-03-07 22:53:10.837000;14
61;3030;2024-03-07 22:53:10.837000;14
69;150103;2024-03-07 22:53:10.837000;14
68;603975;2024-03-07 22:53:10.837000;14
56;3031;2024-03-07 22:53:10.837000;14
55;3026;2024-03-07 22:53:10.837000;14
54;2935;2024-03-07 22:53:10.837000;14
53;3001;2024-03-07 22:53:10.837000;14
60;2966;2024-03-07 22:53:10.837000;14
59;2958;2024-03-07 22:53:10.837000;14
58;2945;2024-03-07 22:53:10.837000;14
57;3093;2024-03-07 22:53:10.837000;14
52;3069;2024-03-07 22:53:10.837000;14
51;3023;2024-03-07 22:53:10.837000;14
50;2916;2024-03-07 22:53:10.837000;14
49;3089;2024-03-07 22:53:10.837000;14
36;2925;2024-03-07 22:53:10.837000;14
35;3092;2024-03-07 22:53:10.837000;14
34;2919;2024-03-07 22:53:10.837000;14
